iso,country,country-code,year,gdp_per_c
ZMB,Zambia,894,2023,0.0479004
ZMB,Zambia,894,2024,0.0557413
ZMB,Zambia,894,2025,0.0635368
ZMB,Zambia,894,2026,0.0712673
ZMB,Zambia,894,2027,0.07892169999998999
ZMB,Zambia,894,2028,0.08649369999999999
ZMB,Zambia,894,2029,0.0939794
ZMB,Zambia,894,2030,0.10137650000000001
ZMB,Zambia,894,2031,0.1086837
ZMB,Zambia,894,2032,0.1158999
ZMB,Zambia,894,2033,0.12302450000000001
ZMB,Zambia,894,2034,0.1300569
ZMB,Zambia,894,2035,0.1369968
ZMB,Zambia,894,2036,0.1438436
ZMB,Zambia,894,2037,0.1505972
ZMB,Zambia,894,2038,0.15725699999999998
ZMB,Zambia,894,2039,0.1638229
ZMB,Zambia,894,2040,0.1702945
ZMB,Zambia,894,2041,0.1766714
ZMB,Zambia,894,2042,0.1829535
ZMB,Zambia,894,2043,0.1891403
ZMB,Zambia,894,2044,0.1952316
ZMB,Zambia,894,2045,0.2012271
ZMB,Zambia,894,2046,0.2071266
ZMB,Zambia,894,2047,0.2129297
ZMB,Zambia,894,2048,0.2186361
ZMB,Zambia,894,2049,0.2242456
ZMB,Zambia,894,2050,0.22975789999999
ZMB,Zambia,894,2051,0.2351728
ZMB,Zambia,894,2052,0.24049
ZMB,Zambia,894,2053,0.24570919999999
ZMB,Zambia,894,2054,0.2508301
ZMB,Zambia,894,2055,0.25585269999999
ZMB,Zambia,894,2056,0.2607765
ZMB,Zambia,894,2057,0.2656013
ZMB,Zambia,894,2058,0.270327
ZMB,Zambia,894,2059,0.2749533
ZMB,Zambia,894,2060,0.27948
ZMB,Zambia,894,2061,0.28390669999999996
ZMB,Zambia,894,2062,0.2882334
ZMB,Zambia,894,2063,0.2924598
ZMB,Zambia,894,2064,0.2965857
ZMB,Zambia,894,2065,0.3006109
ZMB,Zambia,894,2066,0.3045352
ZMB,Zambia,894,2067,0.3083585
ZMB,Zambia,894,2068,0.31208039999999
ZMB,Zambia,894,2069,0.3157009
ZMB,Zambia,894,2070,0.3192198
ZMB,Zambia,894,2071,0.3226368
ZMB,Zambia,894,2072,0.32595189999999996
ZMB,Zambia,894,2073,0.3291648
ZMB,Zambia,894,2074,0.3322754
ZMB,Zambia,894,2075,0.3352835
ZMB,Zambia,894,2076,0.3381891
ZMB,Zambia,894,2077,0.3409919
ZMB,Zambia,894,2078,0.3436917
ZMB,Zambia,894,2079,0.3462886
ZMB,Zambia,894,2080,0.34878229999999
ZMB,Zambia,894,2081,0.3511727
ZMB,Zambia,894,2082,0.3534597
ZMB,Zambia,894,2083,0.3556431
ZMB,Zambia,894,2084,0.35772299999999996
ZMB,Zambia,894,2085,0.3596991
ZMB,Zambia,894,2086,0.3615715
ZMB,Zambia,894,2087,0.3633398
ZMB,Zambia,894,2088,0.3650042
ZMB,Zambia,894,2089,0.3665644
ZMB,Zambia,894,2090,0.36802049999999
ZMB,Zambia,894,2091,0.3693724
ZMB,Zambia,894,2092,0.3706199
ZMB,Zambia,894,2093,0.371763
ZMB,Zambia,894,2094,0.3728017
ZMB,Zambia,894,2095,0.3737359
ZMB,Zambia,894,2096,0.3745656
ZMB,Zambia,894,2097,0.37529069999999
ZMB,Zambia,894,2098,0.3759112
ZMB,Zambia,894,2099,0.376427
ZMB,Zambia,894,2100,0.37683819999999996
