iso,country,country-code,year,gdp_per_c
LBR,Liberia,430,2023,0.0004091
LBR,Liberia,430,2024,0.00047840000000000003
LBR,Liberia,430,2025,0.0005481
LBR,Liberia,430,2026,0.0006179
LBR,Liberia,430,2027,0.0006879
LBR,Liberia,430,2028,0.0007579
LBR,Liberia,430,2029,0.0008279
LBR,Liberia,430,2030,0.0008979
LBR,Liberia,430,2031,0.0009679
LBR,Liberia,430,2032,0.0010379
LBR,Liberia,430,2033,0.001108
LBR,Liberia,430,2034,0.001178
LBR,Liberia,430,2035,0.001248
LBR,Liberia,430,2036,0.001318
LBR,Liberia,430,2037,0.0013879
LBR,Liberia,430,2038,0.0014579
LBR,Liberia,430,2039,0.0015279
LBR,Liberia,430,2040,0.0015978
LBR,Liberia,430,2041,0.0016678
LBR,Liberia,430,2042,0.0017377
LBR,Liberia,430,2043,0.0018076000000000001
LBR,Liberia,430,2044,0.0018774999999999998
LBR,Liberia,430,2045,0.0019474
LBR,Liberia,430,2046,0.0020172
LBR,Liberia,430,2047,0.0020871
LBR,Liberia,430,2048,0.002157
LBR,Liberia,430,2049,0.0022268
LBR,Liberia,430,2050,0.0022966
LBR,Liberia,430,2051,0.0023665
LBR,Liberia,430,2052,0.0024363
LBR,Liberia,430,2053,0.0025061
LBR,Liberia,430,2054,0.0025759
LBR,Liberia,430,2055,0.0026457
LBR,Liberia,430,2056,0.0027154
LBR,Liberia,430,2057,0.0027852
LBR,Liberia,430,2058,0.0028549
LBR,Liberia,430,2059,0.0029247
LBR,Liberia,430,2060,0.0029944
LBR,Liberia,430,2061,0.0030641
LBR,Liberia,430,2062,0.0031337999999999995
LBR,Liberia,430,2063,0.0032035
LBR,Liberia,430,2064,0.0032731999999999995
LBR,Liberia,430,2065,0.0033429
LBR,Liberia,430,2066,0.0034125
LBR,Liberia,430,2067,0.0034822
LBR,Liberia,430,2068,0.0035518
LBR,Liberia,430,2069,0.0036214000000000003
LBR,Liberia,430,2070,0.0036911
LBR,Liberia,430,2071,0.0037607
LBR,Liberia,430,2072,0.0038303
LBR,Liberia,430,2073,0.0038998999999999995
LBR,Liberia,430,2074,0.0039694000000000005
LBR,Liberia,430,2075,0.004039
LBR,Liberia,430,2076,0.004108499999999999
LBR,Liberia,430,2077,0.0041781
LBR,Liberia,430,2078,0.0042476
LBR,Liberia,430,2079,0.0043171
LBR,Liberia,430,2080,0.0043866
LBR,Liberia,430,2081,0.0044561
LBR,Liberia,430,2082,0.0045256
LBR,Liberia,430,2083,0.0045951
LBR,Liberia,430,2084,0.0046645
LBR,Liberia,430,2085,0.0047339999999999995
LBR,Liberia,430,2086,0.0048034
LBR,Liberia,430,2087,0.0048728
LBR,Liberia,430,2088,0.0049423
LBR,Liberia,430,2089,0.0050117
LBR,Liberia,430,2090,0.0050811
LBR,Liberia,430,2091,0.0051505000000000006
LBR,Liberia,430,2092,0.0052198
LBR,Liberia,430,2093,0.0052892
LBR,Liberia,430,2094,0.0053585
LBR,Liberia,430,2095,0.0054279
LBR,Liberia,430,2096,0.0054972
LBR,Liberia,430,2097,0.0055665
LBR,Liberia,430,2098,0.0056358
LBR,Liberia,430,2099,0.0057051
LBR,Liberia,430,2100,0.0057744
