iso,country,country-code,year,gdp_per_c
GNB,Guinea-Bissau,624,2023,0.1180948
GNB,Guinea-Bissau,624,2024,0.13759639999999998
GNB,Guinea-Bissau,624,2025,0.15703419999999998
GNB,Guinea-Bissau,624,2026,0.1763576
GNB,Guinea-Bissau,624,2027,0.1955372
GNB,Guinea-Bissau,624,2028,0.214555
GNB,Guinea-Bissau,624,2029,0.2333992
GNB,Guinea-Bissau,624,2030,0.2520615
GNB,Guinea-Bissau,624,2031,0.2705359
GNB,Guinea-Bissau,624,2032,0.2888172
GNB,Guinea-Bissau,624,2033,0.30690129999999
GNB,Guinea-Bissau,624,2034,0.3247841
GNB,Guinea-Bissau,624,2035,0.34246169999999
GNB,Guinea-Bissau,624,2036,0.3599307
GNB,Guinea-Bissau,624,2037,0.3771873
GNB,Guinea-Bissau,624,2038,0.394228
GNB,Guinea-Bissau,624,2039,0.41104929999999995
GNB,Guinea-Bissau,624,2040,0.4276478
GNB,Guinea-Bissau,624,2041,0.4440197
GNB,Guinea-Bissau,624,2042,0.4601618
GNB,Guinea-Bissau,624,2043,0.4760704
GNB,Guinea-Bissau,624,2044,0.49174229999999997
GNB,Guinea-Bissau,624,2045,0.5071739
GNB,Guinea-Bissau,624,2046,0.5223618
GNB,Guinea-Bissau,624,2047,0.53730259999999
GNB,Guinea-Bissau,624,2048,0.5519929999999901
GNB,Guinea-Bissau,624,2049,0.5664296
GNB,Guinea-Bissau,624,2050,0.5806089999999999
GNB,Guinea-Bissau,624,2051,0.5945281
GNB,Guinea-Bissau,624,2052,0.6081836
GNB,Guinea-Bissau,624,2053,0.6215721
GNB,Guinea-Bissau,624,2054,0.6346906
GNB,Guinea-Bissau,624,2055,0.6475359
GNB,Guinea-Bissau,624,2056,0.6601049
GNB,Guinea-Bissau,624,2057,0.6723945
GNB,Guinea-Bissau,624,2058,0.6844017
GNB,Guinea-Bissau,624,2059,0.6961235
GNB,Guinea-Bissau,624,2060,0.7075571
GNB,Guinea-Bissau,624,2061,0.7186994999999999
GNB,Guinea-Bissau,624,2062,0.729548
GNB,Guinea-Bissau,624,2063,0.7400998
GNB,Guinea-Bissau,624,2064,0.7503523
GNB,Guinea-Bissau,624,2065,0.7603025999999999
GNB,Guinea-Bissau,624,2066,0.7699483
GNB,Guinea-Bissau,624,2067,0.77928699999999
GNB,Guinea-Bissau,624,2068,0.7883161
GNB,Guinea-Bissau,624,2069,0.7970333
GNB,Guinea-Bissau,624,2070,0.8054363
GNB,Guinea-Bissau,624,2071,0.8135226000000001
GNB,Guinea-Bissau,624,2072,0.82129059999999
GNB,Guinea-Bissau,624,2073,0.8287377
GNB,Guinea-Bissau,624,2074,0.8358622
GNB,Guinea-Bissau,624,2075,0.8426619999999999
GNB,Guinea-Bissau,624,2076,0.8491355
GNB,Guinea-Bissau,624,2077,0.8552806
GNB,Guinea-Bissau,624,2078,0.8610958
GNB,Guinea-Bissau,624,2079,0.86657949999999
GNB,Guinea-Bissau,624,2080,0.8717302
GNB,Guinea-Bissau,624,2081,0.8765466
GNB,Guinea-Bissau,624,2082,0.8810271999999999
GNB,Guinea-Bissau,624,2083,0.8851706000000001
GNB,Guinea-Bissau,624,2084,0.8889760999999999
GNB,Guinea-Bissau,624,2085,0.8924422
GNB,Guinea-Bissau,624,2086,0.8955681999999999
GNB,Guinea-Bissau,624,2087,0.89835319999999
GNB,Guinea-Bissau,624,2088,0.9007961999999999
GNB,Guinea-Bissau,624,2089,0.9028968
GNB,Guinea-Bissau,624,2090,0.9046543
GNB,Guinea-Bissau,624,2091,0.9060680999999999
GNB,Guinea-Bissau,624,2092,0.907138
GNB,Guinea-Bissau,624,2093,0.9078635999999999
GNB,Guinea-Bissau,624,2094,0.9082447
GNB,Guinea-Bissau,624,2095,0.9082811
GNB,Guinea-Bissau,624,2096,0.9079729
GNB,Guinea-Bissau,624,2097,0.9073201
GNB,Guinea-Bissau,624,2098,0.9063231999999999
GNB,Guinea-Bissau,624,2099,0.9049821
GNB,Guinea-Bissau,624,2100,0.90329709999999
