gdp_2018_wb,source_iso_code,source_country,vol_kg,val_usd,vol_kg_recon,val_usd_recon,ene_tj_recon,co2_t_recon,ets_23_usd_recon,ets_30_usd_recon,bau_usd_23_recon,bau_usd_30_recon,bau_usd_40_recon,bau_usd_50_recon,s24_usd_23_recon,s24_usd_30_recon,s24_usd_40_recon,s24_usd_50_recon,pct_vol_recon,pct_val_recon,ets_23_pct_gdp,ets_30_pct_gdp,s24_usd_23_recon_del,s24_usd_30_recon_del,s24_usd_40_recon_del,s24_usd_50_recon_del,bau_23_pct_gdp,bau_30_pct_gdp,bau_40_pct_gdp,bau_50_pct_gdp,s24_23_pct_gdp,s24_30_pct_gdp,s24_40_pct_gdp,s24_50_pct_gdp,s24_del_23_pct_gdp,s24_del_30_pct_gdp,s24_del_40_pct_gdp,s24_del_50_pct_gdp
212049447242.107,300,Greece,21261034324.864002,13090081568.853,21261034324.864002,13090081568.853,3602.660738549662,277291.27282280143,0.0,42171223.356767274,171187574.79446885,168633776.14723614,147955069.43893987,144982504.92739892,171187574.79446885,190079296.09769532,226879034.46176594,240988992.03067452,100.0,100.0,0.0,0.01989,0.0,21445519.950459182,78923965.02282608,96006487.1032756,0.08073,0.07953,0.06977,0.06837,0.08073,0.08964,0.10699,0.11365,0.0,0.01011,0.03722,0.04528
3055791340.7025,304,Greenland,113562474.769,423241040.025,113562474.769,423241040.025,114.46489210266483,8757.732553227605,0.0,1050927.9063873126,2488856.1379604116,2301367.518333691,2277656.6967248446,2278787.24005694,2488856.1379604116,2860764.1619104994,3720074.6585249007,3903739.207307149,100.0,100.0,0.0,0.03439,0.0,559396.6435768083,1442417.961800056,1624951.9672502093,0.08145,0.07531,0.07454,0.07457,0.08145,0.09362,0.12174,0.12775,0.0,0.01831,0.0472,0.05318
1166514814.81481,308,Grenada,11256482.969,16307718.505,11256482.969,16307718.505,1.3349526338847812,102.51751967088792,0.0,0.0,43769.27258011466,41035.5073798308,38140.568268085,36307.4677620635,43769.27258011466,47417.16501884992,64298.13654218519,68357.22193079053,100.0,100.0,0.0,0.0,0.0,6381.6576390191185,26157.568274100187,32049.754168727035,0.00375,0.00352,0.00327,0.00311,0.00375,0.00406,0.00551,0.00586,0.0,0.00055,0.00224,0.00275
6056000000.0,316,Guam,4308094.267,8622367.807,4308094.267,8622367.807,1.3597377189979127,104.57032619483275,0.0,0.0,60512.07790308608,57370.53323613116,54709.57071535655,52659.5890682826,60512.07790308608,64505.94473246111,83614.05960114567,88777.8994173936,100.0,100.0,0.0,0.0,0.0,7135.411496329951,28904.488885789113,36118.310349110994,0.001,0.00095,0.0009,0.00087,0.001,0.00107,0.00138,0.00147,0.0,0.00012,0.00048,0.0006
73328369925.8478,320,Guatemala,4126665753.387,2237632852.432,4126665753.387,2237632852.432,1275.2576734695656,98482.75465867139,0.0,6123083.871960469,61556904.80910624,60535978.63869458,52357879.04969935,52049273.91136541,61556904.80910624,68133744.40421943,82036978.7562231,88425006.04052465,100.0,100.0,0.0,0.00835,0.0,7597765.765524857,29679099.706523746,36375732.129159234,0.08395,0.08255,0.0714,0.07098,0.08395,0.09292,0.11188,0.12059,0.0,0.01036,0.04047,0.04961
11857030366.4598,324,Guinea,6512462806.072,373836291.989,6512462806.0720005,373836291.989,700.607959358934,54015.13213481845,0.0,6200473.411544487,35791192.11843095,35961388.592489146,30171491.146659426,28513999.505126975,35791192.11843095,39692743.357822046,46240196.75910118,48118253.17800596,100.0,100.0,0.0,0.05229,0.0,3731354.7653329,16068705.612441756,19604253.672878988,0.30186,0.30329,0.25446,0.24048,0.30186,0.33476,0.38998,0.40582,0.0,0.03147,0.13552,0.16534
4787637005.53638,328,Guyana,539428330.5400001,162302377.692,539428330.5400001,162302377.692,101.2107015445954,7793.60762850384,0.0,290747.44534885057,6498779.060486367,6529484.833919869,5684105.648142653,5628171.169994759,6498779.060486367,7209495.089204476,8200547.149574771,8791380.520673854,100.0,100.0,0.0,0.00607,0.0,680010.2552846074,2516441.501432118,3163209.350679095,0.13574,0.13638,0.11872,0.11756,0.13574,0.15059,0.17129,0.18363,0.0,0.0142,0.05256,0.06607
16403864521.4121,332,Haiti,54574272.081,356791983.998,54574272.081,356791983.998,9.588493192518055,737.1856309080832,0.0,0.0,340681.40068323066,315052.42182316113,306630.92329867376,300056.862175662,340681.40068323066,383454.1933850277,513042.7322995414,539495.92448429,100.0,100.0,0.0,0.0,0.0,68401.77156186657,206411.80900086765,239439.06230862794,0.00208,0.00192,0.00187,0.00183,0.00208,0.00234,0.00313,0.00329,0.0,0.00042,0.00126,0.00146
24067750465.9361,340,Honduras,1164469417.192,1168222392.714,1164469417.192,1168222392.714,326.89538704462075,25167.796800691838,0.0,2238637.035500644,12659857.1215673,11901264.115364086,11236118.960130334,10865035.736341389,12659857.1215673,13272443.119778343,17345481.17431312,18240105.71494607,100.0,100.0,0.0,0.0093,0.0,1371179.0044142567,6109362.214182787,7375069.97860468,0.0526,0.04945,0.04669,0.04514,0.0526,0.05515,0.07207,0.07579,0.0,0.0057,0.02538,0.03064
361731070995.726,344,"China, Hong Kong SAR",3963744963.611,8575503990.086,3963744963.611,8575503990.086,766.7198045515621,59153.06798295775,0.0,58652.94489677097,28385213.83855945,27219241.495843757,24073976.043877624,23227763.317684706,28385213.83855945,31556948.33430933,39714555.2961075,41983769.09295658,100.0,100.0,0.0,2e-05,0.0,4337706.838465571,15640579.252229877,18756005.775271874,0.00785,0.00752,0.00666,0.00642,0.00785,0.00872,0.01098,0.01161,0.0,0.0012,0.00432,0.00519
