,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
416,348,Hungary,008,Albania,64," Waterproof footwear (Wellingtons etc), metal toe cap",1779950.0,185.002,"Hungary -  Waterproof footwear (Wellingtons etc), metal toe cap"
417,807,North Macedonia,008,Albania,85, Electric motors of an output < 37.5 watts,1779558.0,353.088,North Macedonia -  Electric motors of an output < 37.5 watts
418,203,Czechia,008,Albania,60," ""Long pile"" knit or crochet textile fabric",1773679.0,157.057,"Czechia -  ""Long pile"" knit or crochet textile fabric"
419,792,TÃ¼rkiye,008,Albania,03," Ornamental fish, live",1771049.0,278.789,"TÃ¼rkiye -  Ornamental fish, live"
420,276,Germany,008,Albania,02," Bovine carcasses and half carcasses, fresh or chilled",1757885.0,2310.061,"Germany -  Bovine carcasses and half carcasses, fresh or chilled"
421,203,Czechia,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1754101.0,180.202,Czechia -  Polyethylene - specific gravity <0.94 in primary form
422,380,Italy,008,Albania,49," Brochures, leaflets and similar, in single sheets",1751814.0,206.811,"Italy -  Brochures, leaflets and similar, in single sheets"
423,705,Slovenia,008,Albania,48, Newsprint,1738899.0,2119.303,Slovenia -  Newsprint
424,156,China,008,Albania,28, Chlorine,1720742.0,1899.4389999999999,China -  Chlorine
425,528,Netherlands,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1715334.0,618.0039999999999,Netherlands -  Polyethylene - specific gravity <0.94 in primary form
426,688,Serbia,008,Albania,32, Quebracho tanning extract,1713634.0,6900.446,Serbia -  Quebracho tanning extract
427,752,Sweden,008,Albania,85, Electric motors of an output < 37.5 watts,1706066.0,24.969,Sweden -  Electric motors of an output < 37.5 watts
428,440,Lithuania,008,Albania,21," Coffee extracts, essences, concentrates, preparations",1702252.0,670.643,"Lithuania -  Coffee extracts, essences, concentrates, preparations"
429,156,China,008,Albania,55," Filament tow of nylon, polyamides",1699357.0,554.898,"China -  Filament tow of nylon, polyamides"
430,300,Greece,008,Albania,04, Milk not concentrated nor sweetened < 1% fat,1684272.0,462.112,Greece -  Milk not concentrated nor sweetened < 1% fat
431,688,Serbia,008,Albania,54, Sewing thread of synthetic filaments,1677485.0,342.525,Serbia -  Sewing thread of synthetic filaments
432,688,Serbia,008,Albania,64," Waterproof footwear (Wellingtons etc), metal toe cap",1675382.0,69.054,"Serbia -  Waterproof footwear (Wellingtons etc), metal toe cap"
433,300,Greece,008,Albania,82, Spades and shovels,1667648.0,67.641,Greece -  Spades and shovels
434,688,Serbia,008,Albania,60," ""Long pile"" knit or crochet textile fabric",1660945.0,256.635,"Serbia -  ""Long pile"" knit or crochet textile fabric"
435,276,Germany,008,Albania,54, Sewing thread of synthetic filaments,1644003.0,107.985,Germany -  Sewing thread of synthetic filaments
436,356,India,008,Albania,76," Aluminium unwrought, not alloyed",1639583.0,688.481,"India -  Aluminium unwrought, not alloyed"
437,499,Montenegro,008,Albania,72," Pig iron, non-alloy, <0.5% phosphorus",1634408.0,5660.257,"Montenegro -  Pig iron, non-alloy, <0.5% phosphorus"
438,826,United Kingdom,008,Albania,33, Essential oils of bergamot,1621952.0,215.46800000000002,United Kingdom -  Essential oils of bergamot
439,040,Austria,008,Albania,48, Newsprint,1600193.0,2204.66,Austria -  Newsprint
440,807,North Macedonia,008,Albania,25," Salt (sodium chloride) including solution, salt water",1599181.0,44479.78,"North Macedonia -  Salt (sodium chloride) including solution, salt water"
441,100,Bulgaria,008,Albania,73, Sheet piling of iron or steel,1580176.0,1134.863,Bulgaria -  Sheet piling of iron or steel
442,348,Hungary,008,Albania,55," Filament tow of nylon, polyamides",1578582.0,44.4,"Hungary -  Filament tow of nylon, polyamides"
443,688,Serbia,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",1574683.0,95.827,"Serbia -  Mens, boys overcoats of wool or hair, not knit"
444,300,Greece,008,Albania,54, Sewing thread of synthetic filaments,1567819.0,170.387,Greece -  Sewing thread of synthetic filaments
445,688,Serbia,008,Albania,15," Lard, other pig fat and poultry fat, rendered",1567493.0,1749.6950000000002,"Serbia -  Lard, other pig fat and poultry fat, rendered"
446,203,Czechia,008,Albania,95," Rideable wheeled toys, dolls carriages",1557619.0,34.58,"Czechia -  Rideable wheeled toys, dolls carriages"
447,100,Bulgaria,008,Albania,61," Mens, boys overcoats, etc, of wool or hair, knit",1554310.0,67.145,"Bulgaria -  Mens, boys overcoats, etc, of wool or hair, knit"
448,703,Slovakia,008,Albania,96," Worked ivory, articles of ivory",1550685.0,145.399,"Slovakia -  Worked ivory, articles of ivory"
449,348,Hungary,008,Albania,40," Natural rubber latex, including prevulcanised",1542207.0,263.773,"Hungary -  Natural rubber latex, including prevulcanised"
450,348,Hungary,008,Albania,15," Lard, other pig fat and poultry fat, rendered",1540262.0,615.404,"Hungary -  Lard, other pig fat and poultry fat, rendered"
451,040,Austria,008,Albania,60," ""Long pile"" knit or crochet textile fabric",1528059.0,57.733999999999995,"Austria -  ""Long pile"" knit or crochet textile fabric"
452,100,Bulgaria,008,Albania,87, Pedestrian controlled tractors,1525958.0,330.275,Bulgaria -  Pedestrian controlled tractors
453,724,Spain,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1525760.0,423.27000000000004,Spain -  Polyethylene - specific gravity <0.94 in primary form
454,056,Belgium,008,Albania,84, Nuclear reactors,1523031.0,234.851,Belgium -  Nuclear reactors
455,784,United Arab Emirates,008,Albania,84, Nuclear reactors,1514903.0,86.867,United Arab Emirates -  Nuclear reactors
456,642,Romania,008,Albania,82, Spades and shovels,1499577.0,25.563000000000002,Romania -  Spades and shovels
457,792,TÃ¼rkiye,008,Albania,18," Cocoa beans, whole or broken, raw or roasted",1496177.0,455.18399999999997,"TÃ¼rkiye -  Cocoa beans, whole or broken, raw or roasted"
458,705,Slovenia,008,Albania,21," Coffee extracts, essences, concentrates, preparations",1493617.0,12.526,"Slovenia -  Coffee extracts, essences, concentrates, preparations"
459,156,China,008,Albania,16," Sausages, similar products of meat, meat offal & bloo",1483908.0,233.652,"China -  Sausages, similar products of meat, meat offal & bloo"
460,528,Netherlands,008,Albania,94," Seats, aircraft",1483107.0,184.211,"Netherlands -  Seats, aircraft"
461,170,Colombia,008,Albania,08," Coconuts, fresh or dried",1477725.0,1721.815,"Colombia -  Coconuts, fresh or dried"
462,792,TÃ¼rkiye,008,Albania,01," Horses, live pure-bred breeding",1470779.0,205.927,"TÃ¼rkiye -  Horses, live pure-bred breeding"
463,499,Montenegro,008,Albania,73, Sheet piling of iron or steel,1465203.0,318.673,Montenegro -  Sheet piling of iron or steel
464,276,Germany,008,Albania,60," ""Long pile"" knit or crochet textile fabric",1460858.0,100.714,"Germany -  ""Long pile"" knit or crochet textile fabric"
465,100,Bulgaria,008,Albania,52," Cotton, not carded or combed",1454602.0,100.451,"Bulgaria -  Cotton, not carded or combed"
466,528,Netherlands,008,Albania,02," Bovine carcasses and half carcasses, fresh or chilled",1453903.0,861.271,"Netherlands -  Bovine carcasses and half carcasses, fresh or chilled"
467,156,China,008,Albania,30," Glands and other organs, dried, for therapeutic uses",1449782.0,153.724,"China -  Glands and other organs, dried, for therapeutic uses"
468,040,Austria,008,Albania,17," Raw sugar, cane",1444902.0,2490.041,"Austria -  Raw sugar, cane"
469,840,USA,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1442868.0,667.973,USA -  Polyethylene - specific gravity <0.94 in primary form
470,032,Argentina,008,Albania,08," Coconuts, fresh or dried",1431683.0,945.373,"Argentina -  Coconuts, fresh or dried"
471,840,USA,008,Albania,27," Anthracite, not agglomerated",1425596.0,22497.029,"USA -  Anthracite, not agglomerated"
472,250,France,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,1423662.0,493.798,France -  Mineral and aerated waters not sweetened or flavoured
473,528,Netherlands,008,Albania,17," Raw sugar, cane",1416016.0,3759.7980000000002,"Netherlands -  Raw sugar, cane"
474,788,Tunisia,008,Albania,27," Anthracite, not agglomerated",1401691.0,2869.5699999999997,"Tunisia -  Anthracite, not agglomerated"
475,156,China,008,Albania,67," Bird skins and feathers, articles therefrom",1399028.0,234.133,"China -  Bird skins and feathers, articles therefrom"
476,792,TÃ¼rkiye,008,Albania,37, X-ray plates and films,1392299.0,77.979,TÃ¼rkiye -  X-ray plates and films
477,826,United Kingdom,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,1392126.0,506.395,United Kingdom -  Mineral and aerated waters not sweetened or flavoured
478,807,North Macedonia,008,Albania,10, Durum wheat,1391192.0,5622.664,North Macedonia -  Durum wheat
479,276,Germany,008,Albania,94," Seats, aircraft",1388960.0,175.912,"Germany -  Seats, aircraft"
480,156,China,008,Albania,56," Sanitary towels, diapers and similar articles",1385970.0,579.973,"China -  Sanitary towels, diapers and similar articles"
481,156,China,008,Albania,58," Woven pile fabric of wool or fine animal hair, w >30c",1381199.0,172.244,"China -  Woven pile fabric of wool or fine animal hair, w >30c"
482,070,Bosnia Herzegovina,008,Albania,48, Newsprint,1377676.0,1451.686,Bosnia Herzegovina -  Newsprint
483,196,Cyprus,008,Albania,30," Glands and other organs, dried, for therapeutic uses",1374792.0,22.616,"Cyprus -  Glands and other organs, dried, for therapeutic uses"
484,616,Poland,008,Albania,90," Optical fibres, except for telecommunications",1372416.0,48.830000000000005,"Poland -  Optical fibres, except for telecommunications"
485,191,Croatia,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1371222.0,497.42,Croatia -  Polyethylene - specific gravity <0.94 in primary form
486,688,Serbia,008,Albania,40," Natural rubber latex, including prevulcanised",1369377.0,190.213,"Serbia -  Natural rubber latex, including prevulcanised"
487,788,Tunisia,008,Albania,41," Bovine skins, whole, raw",1354380.0,52.284,"Tunisia -  Bovine skins, whole, raw"
488,688,Serbia,008,Albania,28, Chlorine,1348807.0,3603.46,Serbia -  Chlorine
489,191,Croatia,008,Albania,19," Infant foods of cereals, flour, starch or milk, retai",1345027.0,373.701,"Croatia -  Infant foods of cereals, flour, starch or milk, retai"
490,356,India,008,Albania,41," Bovine skins, whole, raw",1344722.0,106.322,"India -  Bovine skins, whole, raw"
491,040,Austria,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1340041.0,583.648,Austria -  Polyethylene - specific gravity <0.94 in primary form
492,056,Belgium,008,Albania,30," Glands and other organs, dried, for therapeutic uses",1336546.0,2.9939999999999998,"Belgium -  Glands and other organs, dried, for therapeutic uses"
493,276,Germany,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",1334553.0,39.548,"Germany -  Mens, boys overcoats of wool or hair, not knit"
494,616,Poland,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,1333511.0,325.493,Poland -  Polyethylene - specific gravity <0.94 in primary form
