,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
219,840,United States of America,008,Albania,08," Coconuts, fresh or dried",230540.735,35.820391,"United States of America -  Coconuts, fresh or dried"
220,250,France,008,Albania,33, Essential oils of bergamot,201981.08,33.74837,France -  Essential oils of bergamot
221,826,United Kingdom,008,Albania,84, Nuclear reactors,69412.135,33.719660000000005,United Kingdom -  Nuclear reactors
222,764,Thailand,008,Albania,84, Nuclear reactors,341861.565,32.5462,Thailand -  Nuclear reactors
223,076,Brazil,008,Albania,08," Coconuts, fresh or dried",49780.98,32.470247,"Brazil -  Coconuts, fresh or dried"
224,380,Italy,008,Albania,01," Horses, live pure-bred breeding",0.0,31.63,"Italy -  Horses, live pure-bred breeding"
225,156,China,008,Albania,28, Chlorine,14551.005,25.0,China -  Chlorine
226,792,Türkiye,008,Albania,54, Sewing thread of synthetic filaments,484021.653,23.30441,Türkiye -  Sewing thread of synthetic filaments
227,578,Norway,008,Albania,03," Ornamental fish, live",173529.723,22.487299999999998,"Norway -  Ornamental fish, live"
228,156,China,008,Albania,41," Bovine skins, whole, raw",604256.404,22.14566,"China -  Bovine skins, whole, raw"
229,724,Spain,008,Albania,70," Glass cullet, waste or scrap, glass in the mass",29300.32,22.076,"Spain -  Glass cullet, waste or scrap, glass in the mass"
230,410,"Korea, Republic of",008,Albania,29, Saturated acyclic hydrocarbons,30058.458,20.0,"Korea, Republic of -  Saturated acyclic hydrocarbons"
231,380,Italy,008,Albania,37, X-ray plates and films,123958.029,19.513,Italy -  X-ray plates and films
232,800,Uganda,008,Albania,09," Coffee, not roasted, not decaffeinated",37702.462,19.2,"Uganda -  Coffee, not roasted, not decaffeinated"
233,380,Italy,008,Albania,79," Zinc, not alloyed, unwrought, >99% pure",41444.363,18.82,"Italy -  Zinc, not alloyed, unwrought, >99% pure"
234,724,Spain,008,Albania,34," Soaps, for toilet use, solid",31158.91,18.577599999999997,"Spain -  Soaps, for toilet use, solid"
235,276,Germany,008,Albania,34," Soaps, for toilet use, solid",70086.559,18.19236,"Germany -  Soaps, for toilet use, solid"
236,158,"China, Taiwan Province of",008,Albania,73, Sheet piling of iron or steel,28876.188,16.72315,"China, Taiwan Province of -  Sheet piling of iron or steel"
237,642,Romania,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,56333.923,16.322680000000002,Romania -  Polyethylene - specific gravity <0.94 in primary form
238,724,Spain,008,Albania,33, Essential oils of bergamot,38638.26,16.08947,Spain -  Essential oils of bergamot
239,032,Argentina,008,Albania,10, Durum wheat,8922.801,16.0015,Argentina -  Durum wheat
240,276,Germany,008,Albania,40," Natural rubber latex, including prevulcanised",122924.375,15.75049,"Germany -  Natural rubber latex, including prevulcanised"
241,276,Germany,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,28367.813,15.6,Germany -  Mineral and aerated waters not sweetened or flavoured
242,156,China,008,Albania,14, Bamboos used primarily for plaiting,9459.219,14.970519,China -  Bamboos used primarily for plaiting
243,158,"China, Taiwan Province of",008,Albania,87, Pedestrian controlled tractors,87243.174,14.81452,"China, Taiwan Province of -  Pedestrian controlled tractors"
244,826,United Kingdom,008,Albania,34," Soaps, for toilet use, solid",10065.001,14.61,"United Kingdom -  Soaps, for toilet use, solid"
245,840,United States of America,008,Albania,40," Natural rubber latex, including prevulcanised",129632.685,14.197102999999998,"United States of America -  Natural rubber latex, including prevulcanised"
246,616,Poland,008,Albania,87, Pedestrian controlled tractors,72566.314,14.136790000000001,Poland -  Pedestrian controlled tractors
247,840,United States of America,008,Albania,33, Essential oils of bergamot,317884.004,12.745129,United States of America -  Essential oils of bergamot
248,050,Bangladesh,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",275757.741,12.3879,"Bangladesh -  Mens, boys overcoats of wool or hair, not knit"
249,380,Italy,008,Albania,71," Pearls natural, not permanently mounted or set",234756.336,12.07859,"Italy -  Pearls natural, not permanently mounted or set"
250,724,Spain,008,Albania,44, Fuel wood,321.941,12.025,Spain -  Fuel wood
251,826,United Kingdom,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,113926.778,12.022200000000002,United Kingdom -  Mineral and aerated waters not sweetened or flavoured
252,528,Netherlands (Kingdom of the),008,Albania,22, Mineral and aerated waters not sweetened or flavoured,43136.362,11.4788,Netherlands (Kingdom of the) -  Mineral and aerated waters not sweetened or flavoured
253,250,France,008,Albania,04, Milk not concentrated nor sweetened < 1% fat,21265.7,11.25,France -  Milk not concentrated nor sweetened < 1% fat
254,208,Denmark,008,Albania,87, Pedestrian controlled tractors,36619.406,10.996,Denmark -  Pedestrian controlled tractors
255,156,China,008,Albania,57," Carpets of wool or fine animal hair, knotted",22616.245,10.90016,"China -  Carpets of wool or fine animal hair, knotted"
256,642,Romania,008,Albania,85, Electric motors of an output < 37.5 watts,60597.535,10.491677,Romania -  Electric motors of an output < 37.5 watts
257,156,China,008,Albania,86," Rail locomotives, externally electrically powered",36995.648,10.153,"China -  Rail locomotives, externally electrically powered"
258,348,Hungary,008,Albania,44, Fuel wood,3140.505,10.104664000000001,Hungary -  Fuel wood
