,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
775,008,Albania,643,Russian Federation,64," Waterproof footwear (Wellingtons etc), metal toe cap",6962.128,0.225888,"Russian Federation -  Waterproof footwear (Wellingtons etc), metal toe cap"
776,008,Albania,276,Germany,35, Casein,6938.494,24.04455,Germany -  Casein
777,008,Albania,756,"Switzerland, Liechtenstein",83, Padlocks of base metal,6857.531,0.138573,"Switzerland, Liechtenstein -  Padlocks of base metal"
778,008,Albania,634,Qatar,48, Newsprint,6855.681,2.043402,Qatar -  Newsprint
779,008,Albania,643,Russian Federation,42," Saddlery and harness, of any material",6835.53,0.169308,"Russian Federation -  Saddlery and harness, of any material"
780,008,Albania,156,China,04, Milk not concentrated nor sweetened < 1% fat,6815.442,1.016036,China -  Milk not concentrated nor sweetened < 1% fat
781,008,Albania,250,France,35, Casein,6755.386,1.628863,France -  Casein
782,008,Albania,104,Myanmar,62," Mens, boys overcoats of wool or hair, not knit",6753.137,0.253553,"Myanmar -  Mens, boys overcoats of wool or hair, not knit"
783,008,Albania,792,Türkiye,65," Hat-forms, etc of felt, not shaped, no formed brim",6690.0,0.109,"Türkiye -  Hat-forms, etc of felt, not shaped, no formed brim"
784,008,Albania,112,Belarus,07," Potatoes seed, fresh or chilled",6689.474,4.876792999999999,"Belarus -  Potatoes seed, fresh or chilled"
785,008,Albania,586,Pakistan,39, Polyethylene - specific gravity <0.94 in primary form,6650.407,3.8490729999999997,Pakistan -  Polyethylene - specific gravity <0.94 in primary form
786,008,Albania,068,Bolivia (Plurinational State of),61," Mens, boys overcoats, etc, of wool or hair, knit",6627.78,0.17396999999999999,"Bolivia (Plurinational State of) -  Mens, boys overcoats, etc, of wool or hair, knit"
787,008,Albania,466,Mali,11, Wheat or meslin flour,6625.562,47.86211,Mali -  Wheat or meslin flour
788,008,Albania,268,Georgia,73, Sheet piling of iron or steel,6622.559,3.045793,Georgia -  Sheet piling of iron or steel
789,008,Albania,604,Peru,62," Mens, boys overcoats of wool or hair, not knit",6541.23,0.08381,"Peru -  Mens, boys overcoats of wool or hair, not knit"
790,008,Albania,688,Serbia,68," Stone setts, curbstones, flagstones (except slate)",6511.18,31.576546999999998,"Serbia -  Stone setts, curbstones, flagstones (except slate)"
791,008,Albania,250,France,86," Rail locomotives, externally electrically powered",6495.846,1.0748879999999998,"France -  Rail locomotives, externally electrically powered"
792,008,Albania,170,Colombia,85, Electric motors of an output < 37.5 watts,6438.0,0.0172,Colombia -  Electric motors of an output < 37.5 watts
793,008,Albania,191,Croatia,04, Milk not concentrated nor sweetened < 1% fat,6420.547,3.062117,Croatia -  Milk not concentrated nor sweetened < 1% fat
794,008,Albania,498,"Moldova, Republic of",62," Mens, boys overcoats of wool or hair, not knit",6402.362,0.09890399999999999,"Moldova, Republic of -  Mens, boys overcoats of wool or hair, not knit"
795,008,Albania,156,China,15," Lard, other pig fat and poultry fat, rendered",6392.144,1.7576800000000001,"China -  Lard, other pig fat and poultry fat, rendered"
796,008,Albania,032,Argentina,48, Newsprint,6381.923,2.868018,Argentina -  Newsprint
797,008,Albania,250,France,18," Cocoa beans, whole or broken, raw or roasted",6370.137,1.2939770000000002,"France -  Cocoa beans, whole or broken, raw or roasted"
798,008,Albania,578,Norway,62," Mens, boys overcoats of wool or hair, not knit",6361.83,0.070355,"Norway -  Mens, boys overcoats of wool or hair, not knit"
799,008,Albania,756,"Switzerland, Liechtenstein",15," Lard, other pig fat and poultry fat, rendered",6346.602,0.46763299999999997,"Switzerland, Liechtenstein -  Lard, other pig fat and poultry fat, rendered"
800,008,Albania,788,Tunisia,59, Gum or amylaceous covered textiles for book covers et,6334.851,0.148189,Tunisia -  Gum or amylaceous covered textiles for book covers et
801,008,Albania,446,"China, Macao SAR",48, Newsprint,6293.906,0.924,"China, Macao SAR -  Newsprint"
802,008,Albania,032,Argentina,94," Seats, aircraft",6257.351,0.198015,"Argentina -  Seats, aircraft"
