iso,country,country-code,year,gdp_per_c
MEX,Mexico,484,2023,5.55e-05
MEX,Mexico,484,2024,6.49e-05
MEX,Mexico,484,2025,7.44e-05
MEX,Mexico,484,2026,8.39e-05
MEX,Mexico,484,2027,9.34e-05
MEX,Mexico,484,2028,0.00010290000000000001
MEX,Mexico,484,2029,0.0001125
MEX,Mexico,484,2030,0.000122
MEX,Mexico,484,2031,0.0001315
MEX,Mexico,484,2032,0.0001411
MEX,Mexico,484,2033,0.0001506
MEX,Mexico,484,2034,0.00016020000000000002
MEX,Mexico,484,2035,0.0001697
MEX,Mexico,484,2036,0.0001792
MEX,Mexico,484,2037,0.0001888
MEX,Mexico,484,2038,0.0001983
MEX,Mexico,484,2039,0.00020789999999999998
MEX,Mexico,484,2040,0.00021739999999999997
MEX,Mexico,484,2041,0.00022689999999999999
MEX,Mexico,484,2042,0.00023640000000000003
MEX,Mexico,484,2043,0.0002459
MEX,Mexico,484,2044,0.00025540000000000003
MEX,Mexico,484,2045,0.0002649
MEX,Mexico,484,2046,0.0002745
MEX,Mexico,484,2047,0.000284
MEX,Mexico,484,2048,0.0002935
MEX,Mexico,484,2049,0.0003031
MEX,Mexico,484,2050,0.00031259999999999995
MEX,Mexico,484,2051,0.00032219999999999997
MEX,Mexico,484,2052,0.00033170000000000004
MEX,Mexico,484,2053,0.0003412
MEX,Mexico,484,2054,0.0003508
MEX,Mexico,484,2055,0.00036030000000000003
MEX,Mexico,484,2056,0.0003699
MEX,Mexico,484,2057,0.0003794
MEX,Mexico,484,2058,0.0003889
MEX,Mexico,484,2059,0.00039840000000000003
MEX,Mexico,484,2060,0.00040790000000000005
MEX,Mexico,484,2061,0.0004174
MEX,Mexico,484,2062,0.0004270000000000001
MEX,Mexico,484,2063,0.0004365
MEX,Mexico,484,2064,0.00044599999999999994
MEX,Mexico,484,2065,0.0004556
MEX,Mexico,484,2066,0.0004651
MEX,Mexico,484,2067,0.0004746
MEX,Mexico,484,2068,0.00048420000000000006
MEX,Mexico,484,2069,0.0004937
MEX,Mexico,484,2070,0.0005032
MEX,Mexico,484,2071,0.0005127
MEX,Mexico,484,2072,0.0005223
MEX,Mexico,484,2073,0.0005318
MEX,Mexico,484,2074,0.0005413
MEX,Mexico,484,2075,0.0005508
MEX,Mexico,484,2076,0.0005603
MEX,Mexico,484,2077,0.0005699
MEX,Mexico,484,2078,0.0005794
MEX,Mexico,484,2079,0.0005889
MEX,Mexico,484,2080,0.0005985000000000001
MEX,Mexico,484,2081,0.000608
MEX,Mexico,484,2082,0.0006175
MEX,Mexico,484,2083,0.000627
MEX,Mexico,484,2084,0.0006365
MEX,Mexico,484,2085,0.000646
MEX,Mexico,484,2086,0.0006556
MEX,Mexico,484,2087,0.0006651000000000001
MEX,Mexico,484,2088,0.0006746
MEX,Mexico,484,2089,0.0006842
MEX,Mexico,484,2090,0.0006937
MEX,Mexico,484,2091,0.0007033
MEX,Mexico,484,2092,0.0007128
MEX,Mexico,484,2093,0.0007223
MEX,Mexico,484,2094,0.0007318
MEX,Mexico,484,2095,0.0007413
MEX,Mexico,484,2096,0.0007509
MEX,Mexico,484,2097,0.0007604
MEX,Mexico,484,2098,0.0007699
MEX,Mexico,484,2099,0.0007794
MEX,Mexico,484,2100,0.0007889
