iso,country,country-code,year,gdp_per_c,Scenario
KGZ,Kyrgyzstan,417,2023,0.0749119,SSP1-2.6
KGZ,Kyrgyzstan,417,2024,0.0872859,SSP1-2.6
KGZ,Kyrgyzstan,417,2025,0.0996238,SSP1-2.6
KGZ,Kyrgyzstan,417,2026,0.1118951,SSP1-2.6
KGZ,Kyrgyzstan,417,2027,0.12408269999999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2028,0.13617659999999998,SSP1-2.6
KGZ,Kyrgyzstan,417,2029,0.14817089999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2030,0.1600619,SSP1-2.6
KGZ,Kyrgyzstan,417,2031,0.1718475,SSP1-2.6
KGZ,Kyrgyzstan,417,2032,0.1835259,SSP1-2.6
KGZ,Kyrgyzstan,417,2033,0.19509619999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2034,0.2065574,SSP1-2.6
KGZ,Kyrgyzstan,417,2035,0.2179087,SSP1-2.6
KGZ,Kyrgyzstan,417,2036,0.22914939999999998,SSP1-2.6
KGZ,Kyrgyzstan,417,2037,0.2402789,SSP1-2.6
KGZ,Kyrgyzstan,417,2038,0.25129659999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2039,0.2622018,SSP1-2.6
KGZ,Kyrgyzstan,417,2040,0.2729941,SSP1-2.6
KGZ,Kyrgyzstan,417,2041,0.2836727,SSP1-2.6
KGZ,Kyrgyzstan,417,2042,0.2942372,SSP1-2.6
KGZ,Kyrgyzstan,417,2043,0.3046869,SSP1-2.6
KGZ,Kyrgyzstan,417,2044,0.3150215,SSP1-2.6
KGZ,Kyrgyzstan,417,2045,0.3252401,SSP1-2.6
KGZ,Kyrgyzstan,417,2046,0.3353423,SSP1-2.6
KGZ,Kyrgyzstan,417,2047,0.3453276,SSP1-2.6
KGZ,Kyrgyzstan,417,2048,0.3551955,SSP1-2.6
KGZ,Kyrgyzstan,417,2049,0.36494529999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2050,0.37457659999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2051,0.3840888,SSP1-2.6
KGZ,Kyrgyzstan,417,2052,0.3934814,SSP1-2.6
KGZ,Kyrgyzstan,417,2053,0.4027539,SSP1-2.6
KGZ,Kyrgyzstan,417,2054,0.4119057,SSP1-2.6
KGZ,Kyrgyzstan,417,2055,0.42093649999999994,SSP1-2.6
KGZ,Kyrgyzstan,417,2056,0.4298455,SSP1-2.6
KGZ,Kyrgyzstan,417,2057,0.4386325,SSP1-2.6
KGZ,Kyrgyzstan,417,2058,0.4472968,SSP1-2.6
KGZ,Kyrgyzstan,417,2059,0.45583799999999997,SSP1-2.6
KGZ,Kyrgyzstan,417,2060,0.4642556,SSP1-2.6
KGZ,Kyrgyzstan,417,2061,0.47254920000000006,SSP1-2.6
KGZ,Kyrgyzstan,417,2062,0.48071829999999993,SSP1-2.6
KGZ,Kyrgyzstan,417,2063,0.48876219999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2064,0.4966809,SSP1-2.6
KGZ,Kyrgyzstan,417,2065,0.50447359999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2066,0.5121399,SSP1-2.6
KGZ,Kyrgyzstan,417,2067,0.5196794,SSP1-2.6
KGZ,Kyrgyzstan,417,2068,0.5270918,SSP1-2.6
KGZ,Kyrgyzstan,417,2069,0.5343766,SSP1-2.6
KGZ,Kyrgyzstan,417,2070,0.5415332,SSP1-2.6
KGZ,Kyrgyzstan,417,2071,0.5485613,SSP1-2.6
KGZ,Kyrgyzstan,417,2072,0.5554606999999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2073,0.5622308,SSP1-2.6
KGZ,Kyrgyzstan,417,2074,0.5688711,SSP1-2.6
KGZ,Kyrgyzstan,417,2075,0.5753814,SSP1-2.6
KGZ,Kyrgyzstan,417,2076,0.5817612,SSP1-2.6
KGZ,Kyrgyzstan,417,2077,0.5880103,SSP1-2.6
KGZ,Kyrgyzstan,417,2078,0.5941280999999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2079,0.6001145,SSP1-2.6
KGZ,Kyrgyzstan,417,2080,0.60596899999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2081,0.6116912999999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2082,0.6172808999999999,SSP1-2.6
KGZ,Kyrgyzstan,417,2083,0.6227376999999901,SSP1-2.6
