iso,country,country-code,year,gdp_per_c,Scenario
LUX,Luxembourg,442,2023,0.08087609999999999,SSP1-2.6
LUX,Luxembourg,442,2024,0.0940863,SSP1-2.6
LUX,Luxembourg,442,2025,0.1072106,SSP1-2.6
LUX,Luxembourg,442,2026,0.12021550000000002,SSP1-2.6
LUX,Luxembourg,442,2027,0.13308219999999998,SSP1-2.6
LUX,Luxembourg,442,2028,0.1457995,SSP1-2.6
LUX,Luxembourg,442,2029,0.158361,SSP1-2.6
LUX,Luxembourg,442,2030,0.17076249999999998,SSP1-2.6
LUX,Luxembourg,442,2031,0.18300159999999002,SSP1-2.6
LUX,Luxembourg,442,2032,0.1950763,SSP1-2.6
LUX,Luxembourg,442,2033,0.20698539999999999,SSP1-2.6
LUX,Luxembourg,442,2034,0.2187277,SSP1-2.6
LUX,Luxembourg,442,2035,0.23030249999999,SSP1-2.6
LUX,Luxembourg,442,2036,0.2417088,SSP1-2.6
LUX,Luxembourg,442,2037,0.2529459,SSP1-2.6
LUX,Luxembourg,442,2038,0.2640132,SSP1-2.6
LUX,Luxembourg,442,2039,0.27490989999999,SSP1-2.6
LUX,Luxembourg,442,2040,0.2856352,SSP1-2.6
LUX,Luxembourg,442,2041,0.29618859999999997,SSP1-2.6
LUX,Luxembourg,442,2042,0.3065694,SSP1-2.6
LUX,Luxembourg,442,2043,0.3167768,SSP1-2.6
LUX,Luxembourg,442,2044,0.3268104,SSP1-2.6
LUX,Luxembourg,442,2045,0.3366694,SSP1-2.6
LUX,Luxembourg,442,2046,0.34635329999999,SSP1-2.6
LUX,Luxembourg,442,2047,0.3558613,SSP1-2.6
LUX,Luxembourg,442,2048,0.365193,SSP1-2.6
LUX,Luxembourg,442,2049,0.3743478,SSP1-2.6
LUX,Luxembourg,442,2050,0.38332499999999997,SSP1-2.6
LUX,Luxembourg,442,2051,0.39212399999999,SSP1-2.6
LUX,Luxembourg,442,2052,0.4007445,SSP1-2.6
LUX,Luxembourg,442,2053,0.4091856,SSP1-2.6
LUX,Luxembourg,442,2054,0.4174471,SSP1-2.6
LUX,Luxembourg,442,2055,0.4255282,SSP1-2.6
LUX,Luxembourg,442,2056,0.4334284,SSP1-2.6
