iso,country,country-code,year,gdp_per_c
DEU,Germany,276,2023,0.0411725
DEU,Germany,276,2024,0.04795839999999
DEU,Germany,276,2025,0.0547201
DEU,Germany,276,2026,0.061441100000000005
DEU,Germany,276,2027,0.068112
DEU,Germany,276,2028,0.0747275
DEU,Germany,276,2029,0.0812846
DEU,Germany,276,2030,0.0877815
DEU,Germany,276,2031,0.0942171
DEU,Germany,276,2032,0.10059069999999999
DEU,Germany,276,2033,0.106902
DEU,Germany,276,2034,0.11315050000000001
DEU,Germany,276,2035,0.1193361
DEU,Germany,276,2036,0.1254585
DEU,Germany,276,2037,0.13151759999999998
DEU,Germany,276,2038,0.1375132
DEU,Germany,276,2039,0.1434451
DEU,Germany,276,2040,0.1493133
DEU,Germany,276,2041,0.1551176
DEU,Germany,276,2042,0.1608579
DEU,Germany,276,2043,0.1665339
DEU,Germany,276,2044,0.1721457
DEU,Germany,276,2045,0.17769309999999
DEU,Germany,276,2046,0.1831758
DEU,Germany,276,2047,0.1885939
DEU,Germany,276,2048,0.19394709999999998
DEU,Germany,276,2049,0.19923549999999998
DEU,Germany,276,2050,0.2044587
DEU,Germany,276,2051,0.2096168
DEU,Germany,276,2052,0.21470959999999997
DEU,Germany,276,2053,0.21973689999999999
DEU,Germany,276,2054,0.22469870000000003
DEU,Germany,276,2055,0.2295948
DEU,Germany,276,2056,0.23442519999999997
DEU,Germany,276,2057,0.2391896
DEU,Germany,276,2058,0.2438881
DEU,Germany,276,2059,0.2485204
DEU,Germany,276,2060,0.25308649999999
DEU,Germany,276,2061,0.25758639999999
DEU,Germany,276,2062,0.26201979999999997
DEU,Germany,276,2063,0.26638659999999
DEU,Germany,276,2064,0.2706869
DEU,Germany,276,2065,0.2749203
DEU,Germany,276,2066,0.2790869
DEU,Germany,276,2067,0.2831866
DEU,Germany,276,2068,0.2872193
DEU,Germany,276,2069,0.29118479999999997
DEU,Germany,276,2070,0.29508299999999
DEU,Germany,276,2071,0.298914
DEU,Germany,276,2072,0.30267749999999
DEU,Germany,276,2073,0.30637369999999997
DEU,Germany,276,2074,0.3100021
DEU,Germany,276,2075,0.31356289999999
DEU,Germany,276,2076,0.317056
DEU,Germany,276,2077,0.3204811
DEU,Germany,276,2078,0.32383839999999997
DEU,Germany,276,2079,0.3271276
DEU,Germany,276,2080,0.3303488
DEU,Germany,276,2081,0.3335018
DEU,Germany,276,2082,0.3365865
DEU,Germany,276,2083,0.3396029
DEU,Germany,276,2084,0.342551
DEU,Germany,276,2085,0.3454306
DEU,Germany,276,2086,0.3482417
DEU,Germany,276,2087,0.35098429999999997
DEU,Germany,276,2088,0.35365809999999
DEU,Germany,276,2089,0.3562633
DEU,Germany,276,2090,0.3587995
DEU,Germany,276,2091,0.361267
DEU,Germany,276,2092,0.3636656
DEU,Germany,276,2093,0.36599509999999996
DEU,Germany,276,2094,0.3682557
DEU,Germany,276,2095,0.3704473
DEU,Germany,276,2096,0.3725696
DEU,Germany,276,2097,0.3746228
DEU,Germany,276,2098,0.3766068
DEU,Germany,276,2099,0.3785215
DEU,Germany,276,2100,0.3803669
