iso,country,country-code,year,gdp_per_c,Scenario
KHM,Cambodia,116,2023,0.0497773,SSP1-2.6
KHM,Cambodia,116,2024,0.05799340000000001,SSP1-2.6
KHM,Cambodia,116,2025,0.0661833,SSP1-2.6
KHM,Cambodia,116,2026,0.0743266,SSP1-2.6
KHM,Cambodia,116,2027,0.0824119,SSP1-2.6
KHM,Cambodia,116,2028,0.0904325,SSP1-2.6
KHM,Cambodia,116,2029,0.09838429999998999,SSP1-2.6
KHM,Cambodia,116,2030,0.1062648,SSP1-2.6
KHM,Cambodia,116,2031,0.1140724,SSP1-2.6
KHM,Cambodia,116,2032,0.121806,SSP1-2.6
KHM,Cambodia,116,2033,0.1294647,SSP1-2.6
KHM,Cambodia,116,2034,0.1370478,SSP1-2.6
KHM,Cambodia,116,2035,0.1445546,SSP1-2.6
KHM,Cambodia,116,2036,0.1519848,SSP1-2.6
KHM,Cambodia,116,2037,0.1593377,SSP1-2.6
KHM,Cambodia,116,2038,0.1666128,SSP1-2.6
KHM,Cambodia,116,2039,0.1738096,SSP1-2.6
KHM,Cambodia,116,2040,0.1809277,SSP1-2.6
KHM,Cambodia,116,2041,0.1879665,SSP1-2.6
KHM,Cambodia,116,2042,0.1949257,SSP1-2.6
KHM,Cambodia,116,2043,0.2018048,SSP1-2.6
KHM,Cambodia,116,2044,0.20860309999999999,SSP1-2.6
KHM,Cambodia,116,2045,0.2153205,SSP1-2.6
KHM,Cambodia,116,2046,0.2219563,SSP1-2.6
KHM,Cambodia,116,2047,0.2285101,SSP1-2.6
KHM,Cambodia,116,2048,0.2349814,SSP1-2.6
KHM,Cambodia,116,2049,0.2413699,SSP1-2.6
KHM,Cambodia,116,2050,0.24767499999999998,SSP1-2.6
KHM,Cambodia,116,2051,0.25389639999999997,SSP1-2.6
KHM,Cambodia,116,2052,0.2600336,SSP1-2.6
KHM,Cambodia,116,2053,0.2660863,SSP1-2.6
KHM,Cambodia,116,2054,0.2720537,SSP1-2.6
KHM,Cambodia,116,2055,0.2779359,SSP1-2.6
KHM,Cambodia,116,2056,0.2837321,SSP1-2.6
KHM,Cambodia,116,2057,0.289442,SSP1-2.6
KHM,Cambodia,116,2058,0.29506529999999,SSP1-2.6
KHM,Cambodia,116,2059,0.30060149999999997,SSP1-2.6
KHM,Cambodia,116,2060,0.3060502,SSP1-2.6
KHM,Cambodia,116,2061,0.3114111,SSP1-2.6
KHM,Cambodia,116,2062,0.3166838,SSP1-2.6
KHM,Cambodia,116,2063,0.3218678,SSP1-2.6
KHM,Cambodia,116,2064,0.3269628,SSP1-2.6
KHM,Cambodia,116,2065,0.3319685,SSP1-2.6
KHM,Cambodia,116,2066,0.33688449999999,SSP1-2.6
KHM,Cambodia,116,2067,0.34171029999999997,SSP1-2.6
KHM,Cambodia,116,2068,0.3464458,SSP1-2.6
